#Datasets,4_TES_45_mRNA,5_TES_129_mRNA,7_TES_027_mRNA,17_TES_144_mRNA,23_TES_136_mRNA,32_TES_43_mRNA,37_TES_034_mRNA,42_TES_027_mRNA,44_TES_140_mRNA,49_TES_40_mRNA,55_TES_134_mRNA,58_TES_130_merged_mRNA,59_TES_139_mRNA,66_TES_026_mRNA,70_TES_135_mRNA,73_TES_031_mRNA,79_TES_35_mRNA,85_TES_029_mRNA,86_TES_44_mRNA,87_TES_128_mRNA,90_TES_138_mRNA,104_TES_131_mRNA,110_TES_036_mRNA,113_TES_122_mRNA,117_TES_141_mRNA,119_TES_042_mRNA,122_TES_121_mRNA,123_TES_033_mRNA,130_TES_133_mRNA,137_TES_038_mRNA,143_TES_025_mRNA
"Plantibacter sp. H53",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actinoplanes globisporus",92.0,210.0,0.0,121.0,90.0,0.0,292.0,0.0,650.0,115.0,137.0,35.0,36.0,252.0,111.0,109.0,128.0,87.0,203.0,0.0,154.0,0.0,732.0,346.0,132.0,0.0,86.0,130.0,420.0,179.0,302.0
"Actinoplanes subtropicus",86.0,106.0,0.0,0.0,0.0,0.0,167.0,0.0,515.0,0.0,98.0,38.0,0.0,175.0,102.0,95.0,90.0,115.0,240.0,0.0,226.0,0.0,613.0,142.0,121.0,10.0,74.0,0.0,363.0,0.0,131.0
"Actinoplanes sp. N902-109",94.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,845.0,110.0,270.0,109.0,0.0,718.0,228.0,250.0,253.0,0.0,618.0,0.0,440.0,0.0,934.0,0.0,0.0,25.0,364.0,0.0,558.0,0.0,193.0
"Actinoplanes sp. SE50/110",0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
"Dactylosporangium aurantiacum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Micromonospora humi",176.0,196.0,0.0,0.0,0.0,0.0,448.0,0.0,2462.0,450.0,439.0,447.0,0.0,1323.0,267.0,324.0,631.0,0.0,1210.0,0.0,1400.0,0.0,1899.0,0.0,245.0,33.0,505.0,0.0,1487.0,0.0,407.0
"Micromonospora lupini",53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,94.0,61.0,0.0,228.0,0.0,89.0,173.0,0.0,0.0,0.0,475.0,0.0,411.0,0.0,164.0,14.0,109.0,0.0,260.0,152.0,106.0
"Actinopolymorpha alba",53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,109.0,0.0,33.0,0.0,112.0,0.0,0.0,83.0,0.0,163.0,0.0,0.0,0.0,298.0,161.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0
"Marmoricola aequoreus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,90.0,734.0,0.0,804.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Marmoricola scoriae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,171.0,0.0,4604.0,0.0,0.0,455.0,0.0,0.0,246.0,0.0,0.0,0.0
"Marmoricola sp. Leaf446",0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,220.0,3317.0,96.0,3507.0,2836.0,390.0,0.0,259.0,0.0,0.0,168.0,205.0,0.0,0.0
"Marmoricola sp. URHB0036",0.0,1957.0,1327.0,0.0,0.0,0.0,0.0,1957.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,5501.0,0.0,4853.0,32453.0,2090.0,31727.0,63064.0,3504.0,0.0,4887.0,0.0,0.0,3458.0,1821.0,0.0,0.0
"Nocardioides alpinus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides halotolerans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,298.0,0.0,386.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides lianchengensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides psychrotolerans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides szechwanensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides terrae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. CF8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. Iso805N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. JS614",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. Root122",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. Soil777",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. URHA0020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,257.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioides sp. URHA0032",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nocardioidaceae bacterium Broad-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cutibacterium acnes",61.0,106.0,0.0,270.0,250.0,0.0,292.0,0.0,687.0,373.0,138.0,86.0,60.0,586.0,0.0,190.0,227.0,0.0,815.0,197.0,987.0,0.0,875.0,174.0,350.0,15.0,116.0,109.0,477.0,242.0,324.0
"Propionibacterium freudenreichii",157.0,262.0,221.0,310.0,257.0,0.0,681.0,134.0,1407.0,380.0,365.0,243.0,80.0,1096.0,348.0,302.0,648.0,148.0,943.0,219.0,1325.0,0.0,1645.0,254.0,786.0,33.0,463.0,241.0,1034.0,360.0,541.0
"Propionibacterium sp. HGH0353",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,87.0,0.0,213.0,0.0,0.0,84.0,98.0,185.0,96.0,398.0,0.0,486.0,0.0,170.0,0.0,0.0,0.0,292.0,308.0,115.0
"Actinokineospora iranica",0.0,0.0,504.0,1112.0,286.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,356.0,0.0,330.0,0.0,0.0,0.0,522.0,1888.0,0.0,0.0,328.0,0.0,380.0,0.0
"Actinomycetospora chiangmaiensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,32.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Amycolatopsis taiwanensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kibdelosporangium phytohabitans",522.0,505.0,212.0,306.0,124.0,0.0,1275.0,177.0,7359.0,596.0,1155.0,759.0,30.0,4725.0,982.0,1158.0,1772.0,192.0,3219.0,207.0,7816.0,0.0,8115.0,410.0,894.0,87.0,1511.0,131.0,4904.0,206.0,1046.0
"Kutzneria sp. 744",743.0,660.0,665.0,1374.0,862.0,0.0,1269.0,550.0,8659.0,647.0,1105.0,822.0,197.0,3600.0,1089.0,1182.0,2146.0,517.0,2926.0,847.0,5074.0,303.0,7129.0,1791.0,2345.0,106.0,1725.0,556.0,4294.0,1296.0,1654.0
"Lentzea aerocolonigenes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,132.0,34.0,210.0,0.0,84.0,0.0,96.0,0.0,0.0,187.0,0.0,448.0,0.0,0.0,0.0,64.0,0.0,441.0,191.0,0.0
"Pseudonocardia acaciae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pseudonocardia asaccharolytica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0
"Pseudonocardia autotrophica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
"Pseudonocardia spinosispora",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saccharomonospora viridis",0.0,0.0,505.0,946.0,589.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,478.0,0.0,659.0,0.0,0.0,0.0,1244.0,3012.0,0.0,0.0,465.0,0.0,574.0,0.0
"Saccharopolyspora flava",0.0,0.0,510.0,1127.0,519.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,371.0,0.0,563.0,0.0,0.0,0.0,1040.0,1954.0,0.0,0.0,510.0,0.0,758.0,0.0
"Sporichthya polymorpha",114.0,149.0,246.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,89.0,36.0,0.0,116.0,105.0,0.0,110.0,180.0,199.0,107.0,151.0,0.0,257.0,238.0,220.0,0.0,98.0,0.0,158.0,0.0,0.0
"Carbonactinospora thermoautotrophica",123.0,160.0,0.0,121.0,0.0,0.0,204.0,128.0,394.0,114.0,100.0,48.0,29.0,125.0,0.0,0.0,105.0,0.0,186.0,0.0,169.0,0.0,461.0,195.0,218.0,20.0,80.0,0.0,272.0,171.0,134.0
"Streptacidiphilus albus",207.0,272.0,368.0,286.0,0.0,0.0,213.0,240.0,464.0,0.0,127.0,100.0,139.0,95.0,133.0,150.0,263.0,173.0,180.0,85.0,151.0,0.0,356.0,224.0,341.0,23.0,94.0,121.0,271.0,182.0,124.0
"Streptacidiphilus carbonis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptacidiphilus jeojiense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,77.0,29.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0
"Streptacidiphilus oryzae",144.0,146.0,0.0,150.0,0.0,0.0,195.0,159.0,454.0,104.0,129.0,79.0,43.0,177.0,0.0,91.0,257.0,174.0,193.0,0.0,175.0,0.0,525.0,263.0,157.0,24.0,82.0,105.0,371.0,177.0,166.0
"Streptacidiphilus rugosus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptomyces griseoflavus",71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,47.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,117.0,14.0,0.0,0.0,208.0,0.0,0.0
"Streptomyces lydicus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
"Streptomyces puniciscabiei",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
"Streptomyces rubidus",0.0,0.0,250.0,628.0,323.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,223.0,0.0,273.0,0.0,0.0,0.0,680.0,649.0,0.0,0.0,206.0,0.0,570.0,0.0
"Streptomyces venezuelae",101.0,121.0,224.0,174.0,220.0,0.0,0.0,273.0,750.0,0.0,119.0,68.0,34.0,235.0,136.0,94.0,248.0,78.0,279.0,173.0,746.0,0.0,1477.0,313.0,522.0,31.0,117.0,160.0,903.0,0.0,112.0
"Streptomyces sp. 142MFCol3.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0
"Streptomyces sp. 769",236.0,229.0,441.0,319.0,0.0,0.0,285.0,226.0,344.0,0.0,128.0,150.0,41.0,208.0,144.0,178.0,517.0,286.0,0.0,99.0,192.0,0.0,175.0,382.0,1002.0,12.0,326.0,214.0,353.0,0.0,0.0
"Streptomyces sp. A02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,102.0,0.0,100.0,0.0,0.0,104.0,0.0,186.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0
"Streptomyces sp. DvalAA-14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptomyces sp. F-3",0.0,0.0,209.0,173.0,0.0,0.0,0.0,0.0,244.0,0.0,95.0,0.0,0.0,155.0,143.0,153.0,82.0,0.0,0.0,123.0,174.0,0.0,418.0,0.0,338.0,0.0,0.0,0.0,271.0,0.0,0.0
"Microbispora sp. ATCC PTA-5024",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nonomuraea candida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nonomuraea sp. SBT364",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptosporangium roseum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actinomadura chibensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actinomadura hibisca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0
"Actinomadura madurae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0
"Actinomadura oligospora",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actinomadura rubrobrunea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
"Thermomonospora curvata",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,31.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,11.0,0.0,0.0,198.0,0.0,0.0
"Actinobacteria bacterium IMCC26207",69.0,0.0,236.0,185.0,0.0,0.0,162.0,192.0,569.0,0.0,106.0,69.0,64.0,178.0,127.0,119.0,162.0,117.0,261.0,127.0,230.0,0.0,495.0,249.0,200.0,16.0,85.0,0.0,341.0,177.0,168.0
"Actinobacteria bacterium IMCC26256",0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,837.0,0.0,109.0,38.0,0.0,201.0,0.0,0.0,92.0,84.0,284.0,113.0,0.0,0.0,539.0,282.0,104.0,0.0,60.0,0.0,313.0,248.0,136.0
"marine actinobacterium MedAcidi-G3",158.0,373.0,335.0,196.0,828.0,0.0,764.0,234.0,347.0,478.0,440.0,32.0,51.0,252.0,331.0,214.0,244.0,186.0,662.0,536.0,340.0,0.0,594.0,357.0,167.0,20.0,101.0,278.0,356.0,696.0,750.0
"Gaiella sp. SCGC AG-212-M14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,90.0,0.0,38.0,140.0,0.0,0.0,0.0,0.0,282.0,0.0,154.0,0.0,479.0,196.0,0.0,0.0,51.0,0.0,291.0,0.0,0.0
"Rubrobacter xylanophilus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Conexibacter woesei",562.0,747.0,723.0,1279.0,246.0,0.0,834.0,795.0,2654.0,425.0,525.0,351.0,252.0,771.0,490.0,558.0,595.0,629.0,861.0,343.0,811.0,404.0,2488.0,1501.0,1136.0,50.0,494.0,505.0,1574.0,867.0,677.0
"Patulibacter americanus",68.0,0.0,0.0,118.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0
"Patulibacter medicamentivorans",109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,171.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Solirubrobacter soli",133.0,276.0,219.0,340.0,116.0,0.0,314.0,237.0,919.0,185.0,163.0,67.0,72.0,260.0,174.0,158.0,179.0,191.0,293.0,121.0,282.0,0.0,818.0,541.0,402.0,25.0,169.0,205.0,521.0,307.0,243.0
"Solirubrobacter sp. URHD0082",229.0,293.0,201.0,393.0,112.0,0.0,466.0,313.0,1328.0,274.0,245.0,95.0,64.0,504.0,197.0,201.0,216.0,272.0,497.0,173.0,372.0,0.0,1282.0,665.0,358.0,36.0,156.0,205.0,726.0,457.0,466.0
"Solirubrobacterales bacterium URHD0059",141.0,195.0,179.0,247.0,109.0,0.0,262.0,158.0,730.0,169.0,152.0,65.0,49.0,254.0,140.0,147.0,158.0,168.0,306.0,101.0,255.0,0.0,665.0,424.0,248.0,19.0,100.0,156.0,423.0,253.0,212.0
"Thermoleophilum album",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actinobacteria bacterium RBG_16_68_12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0
"Actinobacteria bacterium SCGC AG-212-D09",234.0,249.0,267.0,343.0,154.0,0.0,341.0,216.0,784.0,216.0,214.0,110.0,60.0,376.0,161.0,179.0,237.0,233.0,260.0,186.0,357.0,0.0,718.0,720.0,465.0,12.0,197.0,238.0,462.0,523.0,252.0
"Chthonomonas calidirosea",843.0,1124.0,1979.0,2249.0,1114.0,0.0,3779.0,1075.0,1898.0,1584.0,1064.0,395.0,497.0,1793.0,1322.0,1202.0,1630.0,1359.0,1638.0,1037.0,1345.0,1460.0,1519.0,1368.0,1336.0,69.0,583.0,1475.0,1314.0,2137.0,1221.0
"Fimbriimonas ginsengisoli",597.0,814.0,2190.0,1279.0,783.0,0.0,2051.0,1457.0,514.0,850.0,456.0,218.0,392.0,442.0,727.0,1102.0,1362.0,1205.0,635.0,914.0,508.0,2035.0,485.0,674.0,1257.0,111.0,344.0,1373.0,597.0,997.0,730.0
"Armatimonadetes bacterium CG2_30_66_41",0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0
"Armatimonadetes bacterium CSP1-3",63.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,517.0,412.0,190.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,146.0,257.0,336.0
"Armatimonadetes bacterium OLB18",59.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,107.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,104.0,0.0,163.0,0.0
"Thermobaculum terrenum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kouleothrix aurantiaca",0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,241.0,192.0,77.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,154.0
"Dehalococcoides mccartyi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ktedonobacter racemifer",731.0,1502.0,381.0,342.0,1719.0,0.0,9583.0,277.0,4415.0,9942.0,1882.0,92.0,210.0,4002.0,222.0,361.0,477.0,650.0,2436.0,1260.0,1476.0,1891.0,2192.0,3183.0,450.0,22.0,462.0,1602.0,1192.0,11443.0,10172.0
"Thermogemmatispora carboxidivorans",0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,241.0
"Thermogemmatispora onikobensis",0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,315.0
"Nitrolancea hollandica",0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,225.0,134.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,114.0
"Sphaerobacter thermophilus",0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,263.0,148.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,117.0
"Chloroflexi bacterium CSP1-4",0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,530.0,226.0,90.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,295.0,0.0,169.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,221.0
